text,commenter_channel_display_name,comment_publish_date,video_id,platform,label
"The funny thing was is that I actually liked my depression, apparently my depression gave me a lot more of an open mind than what I have now. A depressed person is also someone who looked deeper into the details than a normal person would, hence always making them the best person to talk to for advice. A lot of my friends call me wise, Sage, and generally a really smart individual. I almost burst into tears when they said that because it   sounded like genuine respect, something that I’ve always had a struggle understanding if it was real or not with other people. Depression also allows a person to remain almost eerily calm under tense situations, my depressing demeanor and soft and gentle tone always got me out of an argument with my family and other people. It’s honestly helped me more in my life than when I haven’t had it. I know it was unhealthy so I don’t hold onto it now, but God do I miss it. There’s always a sense of self awareness and acceptance in my faith, my body, and my existence; in the sense that I felt that I was nonexistent. It was a terrible ideology for sure, but for some reason it gave me a sort of satisfaction that every wandering soul on this earth wants in some way shape or form. Does that not sound interesting?",Reece Greyshock,1658602250.0,MXAUwEVIL7E,Youtube,0
Wait that’s me but I’m not depressed,Shortsaboutmydog,1659507930.0,MXAUwEVIL7E,Youtube,0
"A little over a year ago I  had a spasm in my face due to Lyme disease...injured a front tooth so bad, the dentists said it would fall out... it didnt, but for 6 months, i couldnt eat... lost over 30 pounds, the trauma it caused made me fear eating because i didnt know if the spasm would hit again... i was starving, but I could only handle liquids... everytime id eat anything else the nerves in my mouth were so sensitive and my tooth would wiggle, and it would cause Anxiety...id tremble from the fear and trauma .  Depression hit me so hard...my adrenals were so weak...I have 3 children I homeschool. And by the grace of God and thanks to all the prayers of my faithful friends and family even from strangers I was able to still get up and take care of my responsibilities... get up, cry, wash dishes. Sit down cry, shake, pray... get up again and make food...  do the laundry, cry, tremble, try to eat something, give them school, hug my children. Cry, pray, take care of my responsibilities and so on for months! I couldnt talk normal, nobody came to help, and now i know why... God kept them away because i need to learn on my own, I needed to depend soley on Him I needed to understand that Jesus was the only one that could get me through this....
14 months later, Ive gained back 10 pounds, my tooth has healed, spasms are almost non existant...depression has left me. I have joy, and i am able to eat almost everything again... through all my pain one thing never failed , I HAD PEACE THAT SURPASSES ALL UNDERSTANDING. Because my faith was in Jesus... i knew that He was going to use this for my good, someway, somehow... i am here sharing this becasue i cannot keep it to myself. The devil came to steal, kill and destroy, but The son of God came so that we may have life and life in abundance. Even through our trials and hurting, if we have Jesus, we are comforted in knowing he is with us. Even when no one else is there, He is there, Hurting with us, Strengthening us, interceding for us to the Father in heaven... 🙏 glory to God, He saved me from all my fears. 
Pray for this young lady. And for all that are suffering in silence. Please pray, because someday it could be you that needs it. 🙏",GOD IS LOVE !,1691458333.0,Tyq492QJOkw,Youtube,0
Damn i just sat there confirming every little detail lol,jelliemile,1658704242.0,MXAUwEVIL7E,Youtube,0
"My little brother, around four is autistic , seeing him talk makes my heart glow, same with her, ik how you feel when she talks",Gia ⭐️,1677852635.0,-gCSzvsCWCU,Youtube,0
Eat  more your are  beatyfull please dont vomit your  eatting  your body need  muscle.vitamines good luck,Vivre Heureux,1689790194.0,Tyq492QJOkw,Youtube,0
That was me yesterday. Such a struggle,Olivia Lutfallah,1663532659.0,SMDp6INB3ko,Youtube,0
Make not your own hand contribute to (your) own destruction surah baqara verse 185,LEGEND,1673655885.0,wqBAohnacCk,Youtube,0
"My aunt has paranoid schizophrenia too. When she said someone is talking to her, i can't say ""yes they are"". Now, when men believe that they're women, the ones who say ""no, you aren't"" are considered as threat to their mental health. They have the mental Illness at the first place. We only want them to know the truth and stop the delusions from spreading.",Eren Yeager,1683362321.0,ih_t7x9LYLE,Youtube,0
Mowi what can I say except your welcome,rockfish,1691324071.0,QZYfVcw9gmU,Youtube,0
God bless you 🙏 we love you to and your dogs love you to,bean town,1666673292.0,53brF-7hqX0,Youtube,0
on the thing where it said “touch the wall 4 times or a family member dies” that happens to me way too much,iloven3ymar,1698085857.0,GqgRCPs1bdo,Youtube,0
"I have all but disorganised speech and thinking and I’m relatively articulate at my meetings, getting a diagnosis has been a nightmare without risking going back into psychosis again, but sometimes I can’t hear people over the voices",LouLaBelle,1684550646.0,xphnHCRgvOg,Youtube,0
"​@stardustgirl there is a difference between a label and a diagnosis, and without a diagnosis you cannot get your child any help. my son is about to turn 4 and still cannot say any words. gets so frustrated he ends up hurting himself. it's painful to watch my child need things that he cannot communicate the need for, it's absolutely heartbreaking. I do NOT limit my child, I'm trying to get him every resource available to to help develop every bit of potential he has, and ANYTHING he shows an actual interest in i make sure he gets access to. but no one will help these kids or put them on waiting lists until they get a diagnosis.",Lylah Stein,1681807511.0,8_RK7jQrQbc,Youtube,0
That has always gone on. Give me a break,Jack,1666901024.0,BcKuX6TV1To,Youtube,0
"the ""do x things x times or your family d!es"" is so random and I hate it. I don't have ODC but it happens sometimes and it's so frustrating 😭",Sabrina Moreno,1684905879.0,GqgRCPs1bdo,Youtube,0
Can we stop doing this? Let cartoon movies be for kids instead of giving them the dark side of mental disorders and actually have fun watching them instead of thinking each character has a disorder.....,nothing to see,1689609184.0,QZYfVcw9gmU,Youtube,0
ABOMINATION YOU ARE‼️,Tina Smith,1681056713.0,BcKuX6TV1To,Youtube,0
❤❤,Jamrastahawaii808,1665468498.0,-gCSzvsCWCU,Youtube,0
I don't have autism but I do some of these ALL THE TIME,「 Fat1ma 」,1681153944.0,fz6dbtnwEi0,Youtube,0
What’s up with the this next one text🤨🤔,Ninefox games,1691207237.0,QZYfVcw9gmU,Youtube,0
Gen z the messed up generation. We need a true man to go straight up to that crazy manwoman and smack the retardedness out of Him,Alex Loiz,1666816161.0,BcKuX6TV1To,Youtube,0
YES,Lucy,1696492565.0,PGu2-QOfLBA,Youtube,0
Walk through Fear,cindiwhitacre13,1674357179.0,lQBP_zD581Q,Youtube,-1
I'm the bumper car. My daughter is definitely the dinosaur...lol ❤,LaJoya Hill,1698482377.0,4e9-6N3ffFA,Youtube,0
"How about we don't want to here about your personal problems.  Humans cannot help you be heard no matter how loud you try to be but, God can please take it to him. Because he is the only one who can!",Chatlotte Moorehead,1667105109.0,BcKuX6TV1To,Youtube,0
@Arcade over half of the people claiming to have it on tik tok are lying,Snowy D,1697257211.0,HPc0nOxEmF0,Youtube,0
"""Time Out!!"" 💯 Sweet Guy 🥳",Roxy T,1692197561.0,l2KuxKGImMw,Youtube,0
"If it wasn't such a problem in men, why is the suicide rate higher in men's mental health there is so much help for women but not for men. In stead men are told to suck it up.That women needs to do her research before she starts criticising about she knows nothing about",Andrew Simonetti,1686567427.0,ZwO0rervo8o,Youtube,0
I love you god,Lorance Tobin,1681918521.0,-6BWao7HgE8,Youtube,-1
Ha!! I have both yeah😢,Jaxon Spargur,1685703309.0,GqgRCPs1bdo,Youtube,0
Way to expose me 🫠🌚👀💀,Avocados from Mexico,1658648719.0,MXAUwEVIL7E,Youtube,0
Spoilt AF why does every parent say their kids have autism 😆 this is a million percent not autism I have three 2 kids with it and this ain't it seek a second opinion lol,natasha begley,1665872822.0,-gCSzvsCWCU,Youtube,0
I have all ocd and hdhd,Isabellaoranges ,1674500504.0,GqgRCPs1bdo,Youtube,0
"That's litterely me!! I worry all the time, do random things and I can't stand my hair being unequal, I got new note books and I spent hours lining each page perfectly and when it wasent I ripped it out, and when I get take out soda drinks I pop the bubble things in, I also am starting to think I'm phsycic because I texted my friend seeing if he was ok and he said he just took a test and got covid....ITS NOT THE FORST TIME STUFF LIKE THATS HAPPENED😭",the.one.true.star.sailor,1680784039.0,GqgRCPs1bdo,Youtube,0
I got both of those option I can't escape!,Marci Taylor,1675056363.0,GqgRCPs1bdo,Youtube,0
If your job is to improve the mental health of these people then clearly you’ve failed and should be fired,Chris Lane,1666915459.0,BcKuX6TV1To,Youtube,0
This is to true that when ever i want to be happy all these things ruin it but when i watch you im happy❤,Katsuki_Bakugo,1688479432.0,a54ae-6r2wo,Youtube,0
Is there a way you prevent psychosis?,Ambertastic,1692874315.0,JqQ8nIKaCwU,Youtube,0
It breaks my heart when she crys,Ronelle Patterson,1664866331.0,-gCSzvsCWCU,Youtube,0
Same here bro,Ron Ron,1678079686.0,qt2Bpryqnv0,Youtube,0
I do this rn but with basketball but when I don’t finish the challenge i don’t Belive in jt,🐍PokémonUnboxing🐍,1671274895.0,GqgRCPs1bdo,Youtube,0
Its annoying haveing ocd :(,Kamille Crouch,1679205025.0,GqgRCPs1bdo,Youtube,0
They should it lack  that criminal  long  time ago,Carlos Diago,1686375556.0,JGw_BzwtqtM,Youtube,0
"And now some pick me that used to be my friend says she has adhd, then tell me to look and says ""omg I have adhd so bad I just touched my hair while reading"" ngl I was abt to punch her
(From someone who actually has adhd)",@khadyluvsmsc,1672445435.0,e4-NNSFIZNs,Youtube,0
Siah the clown,Kasidee Jones,1689993509.0,yHQv2pUungI,Youtube,0
"Ariel doesn’t have OCD, she has Disposophobia. Snow White is the one who has OCD.",Custard,1691153701.0,QZYfVcw9gmU,Youtube,0
I've delt with dwelling inwardly to much and after this my heart for people has died,Blair,1655274699.0,Hxmb0Oa850A,Youtube,0
The tattoo on your shoulder looks like a doctor strange portal and a flower at the same time and I like it,DakotasKong,1658546598.0,MXAUwEVIL7E,Youtube,0
Nut case,Harry Brooks,1684109109.0,BcKuX6TV1To,Youtube,0
"I can touch the stove, I tested it. I also have adhd. I am confusion.",Forest,1692696999.0,PGu2-QOfLBA,Youtube,0
"Go to the icon of the Mother of God in the Orthodox church, pray and you will be better, believe me. How I want to be close to you, if you accept me, of course. I was also sick and now I am much better. ❤",Πόλη Πόλη,1688816043.0,Tyq492QJOkw,Youtube,0
She really loves food give her food when she's angry or in a argument,Daniel Ormsby,1683607660.0,ALconHA1Xrc,Youtube,0
"Everyday i need to get checked out for adhd more and more cuz istg i do this all the time- it starts off with daydreaming, then i fidget with leafs while daydreaming, next thing i know im bumping into cars in a parking lot- all while lowkey walking like a dino-",Peth3t1c,1689872307.0,4e9-6N3ffFA,Youtube,0
To be honest at this point we’re just picking up mental health problems like collecting scout badges,Jack Hughes,1688538580.0,ZwO0rervo8o,Youtube,0
As A person who have this i can confirm i do this,Sushma Pawar,1683412226.0,GqgRCPs1bdo,Youtube,0
That's a great content here. Please upload more,techleaduz,1666311649.0,dw5BbcUSV4c,Youtube,-1
Oh precious baby girl,Madlyn Gabe,1665351469.0,-gCSzvsCWCU,Youtube,0
OMG I LOVE HIM!!! Awwww gosh I envy his genuine happiness. Wish I could’ve been there to make his day special ❤,Chloe Clingerman,1689798028.0,l2KuxKGImMw,Youtube,0
Me having both:wait its a mental illness.....?,kenny willis,1698479739.0,GqgRCPs1bdo,Youtube,0
"Women have been writing all the rules of society for over a hundred years and they have the audacity to call it a ""patriarchy"" and blame men for everything. Shit, your whole HR department is probably mostly run by women. The people who teach your kids? All women. So don't tell me about any ""patriarchy"" causing men to be like this that or the other. It's WOMEN who are doing this to men, not other men.",Michael Fox,1697189754.0,RC1919tTab0,Youtube,0
I struggle with this 😔😔,Madison_Equestrain,1694048493.0,GqgRCPs1bdo,Youtube,0
Your dress is rlly pretty I can’t-,IsabeLLE_notLLA,1659639540.0,_dLWisnAySY,Youtube,0
"I have ocd, and it bothers me that I have to touch every locker in the hallway at school before I go to the next class, or has to wash my hands 5 times when I go to the bathroom.
I don’t do it because I want to, I have to unless I will be restless and unsettled.",Dark Heart,1697509252.0,GqgRCPs1bdo,Youtube,0
